period,model,n,mean_bp,sd_bp,t_stat,annualized_return,annualized_sd,annualized_sharpe,hit_rate,cum_return,max_drawdown,first_bar_mode,retrain_period,use_train_weights,position_sizing,annual_scale,long_share
2025,linear_minmax,1491,-0.118233505496416,36.7421145104432,-0.124255391343735,-0.0275905724055198,0.142869670112035,-0.193117072251122,0.480214621059692,-0.0272126322711034,0.131542165995351,exclude,year,FALSE,sign,1512,0.484909456740443
2025,benchmark_spy,1491,0.544484375346408,36.7382675835255,0.572276049318877,0.0749077784713548,0.142854711550531,0.524363373516442,0.525821596244132,0.0738299050328861,0.104616916226654,exclude,year,FALSE,benchmark,1512,1
