period,model,n,mean_bp,sd_bp,t_stat,annualized_return,annualized_sd,annualized_sharpe,hit_rate,cum_return,max_drawdown,first_bar_mode,retrain_period,use_train_weights,position_sizing,annual_scale,long_share
2025,linear_minmax,1491,0.382898020343294,36.7403083540649,0.402419619199728,0.0489697840533991,0.142862646973346,0.342775281648922,0.497652582159624,0.0482734916728964,0.104037208712542,exclude,year,FALSE,sign,1512,0.476861167002012
2025,benchmark_spy,1491,0.544484375346408,36.7382675835255,0.572276049318877,0.0749077784713548,0.142854711550531,0.524363373516442,0.525821596244132,0.0738299050328861,0.104616916226654,exclude,year,FALSE,benchmark,1512,1
