signal_date,trade_date,trade_type,strategy_model,first_bar_mode,retrain_period,use_train_weights,position_sizing,position,strategy_ret,benchmark_ret,strategy_equity,benchmark_equity
2021-09-29T18:00:00Z,2021-09-29T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00510671429880005,-0.00510671429880005,1.0274375284615,1.01265833839052
2021-09-30T13:00:00Z,2021-09-30T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00472672204120972,-0.00472672204120972,1.03229394007325,1.00787178390223
2021-09-30T14:00:00Z,2021-09-30T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00333171935164056,-0.00333171935164056,1.03573325376997,1.00451383797583
2021-09-30T15:00:00Z,2021-09-30T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00330804108448213,-0.00330804108448213,1.039159501926,1.00119086492988
2021-09-30T16:00:00Z,2021-09-30T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00241151212719037,0.00241151212719037,1.03665355618503,1.00360524884229
2021-09-30T17:00:00Z,2021-09-30T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.0011577558061453,0.0011577558061453,1.03785374785866,1.00476717864621
2021-09-30T18:00:00Z,2021-09-30T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00756226729261589,-0.00756226729261589,1.04570227531061,0.997168860674444
2021-10-01T13:00:00Z,2021-10-01T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.00058215350223545,-0.00058215350223545,1.04509351606874,0.996588355329882
2021-10-01T14:00:00Z,2021-10-01T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.0052425555710891,0.0052425555710891,1.03961455523377,1.0018130251642
2021-10-01T15:00:00Z,2021-10-01T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0,0,1.03961455523377,1.0018130251642
2021-10-01T16:00:00Z,2021-10-01T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00426449115813377,0.00426449115813377,1.03518112815511,1.00608524795212
2021-10-01T17:00:00Z,2021-10-01T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.003311640358165,0.003311640358165,1.03860927575711,1.00941704046299
2021-10-01T18:00:00Z,2021-10-01T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.00126497849536544,-0.00126497849536544,1.0372954573582,1.00814014961395
2021-10-04T13:00:00Z,2021-10-04T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.0107241084429243,-0.0107241084429243,1.02617138838613,0.997328745323821
2021-10-04T14:00:00Z,2021-10-04T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000887808980888805,0.000887808980888805,1.02708243256067,0.998214182740818
2021-10-04T15:00:00Z,2021-10-04T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.00269614136651175,-0.00269614136651175,1.02431327312743,0.995522856190092
2021-10-04T16:00:00Z,2021-10-04T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.000316011235955038,0.000316011235955038,1.02398957862398,0.995837452598298
2021-10-04T17:00:00Z,2021-10-04T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.00208255335080487,0.00208255335080487,1.02612209155214,0.997911337222063
2021-10-04T18:00:00Z,2021-10-04T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000887311446317485,0.000887311446317485,1.02703258142929,0.998796795373991
2021-10-05T13:00:00Z,2021-10-05T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00743171172842372,0.00743171172842372,1.01939997134841,1.00621956523248
2021-10-05T14:00:00Z,2021-10-05T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.000161115842290505,0.000161115842290505,1.01923572986339,1.00638168314527
2021-10-05T15:00:00Z,2021-10-05T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,9.20513646615051e-05,-9.20513646615051e-05,1.01932955190324,1.00628904433796
2021-10-05T16:00:00Z,2021-10-05T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00112770707233434,0.00112770707233434,1.01818004675852,1.00742384361007
2021-10-05T17:00:00Z,2021-10-05T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,4.59770114942248e-05,-4.59770114942248e-05,1.01822685963423,1.00737752527244
2021-10-05T18:00:00Z,2021-10-05T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00431059256279098,-0.00431059256279098,1.0226160207626,1.00303513120407
2021-10-06T13:00:00Z,2021-10-06T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00494368397733358,0.00494368397733358,1.0175605303258,1.00799381991091
2021-10-06T14:00:00Z,2021-10-06T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000208831241153673,0.000208831241153673,1.01777302875429,1.0082043205114
2021-10-06T15:00:00Z,2021-10-06T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00245905442397809,-0.00245905442397809,1.02027578802326,1.00572509121677
2021-10-06T16:00:00Z,2021-10-06T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.0058488372093024,0.0058488372093024,1.01430836103052,1.01160741355261
2021-10-06T17:00:00Z,2021-10-06T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.00168758813602432,0.00168758813602432,1.01602009578686,1.01331459022203
2021-10-06T18:00:00Z,2021-10-06T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.00373892171344159,0.00373892171344159,1.01981891538429,1.01710329414596
2021-10-07T13:00:00Z,2021-10-07T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00152041209975717,0.00152041209975717,1.01826837036578,1.01864971030108
2021-10-07T14:00:00Z,2021-10-07T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,6.79740339191159e-05,6.79740339191159e-05,1.01833758617453,1.01871895203104
2021-10-07T15:00:00Z,2021-10-07T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.000521081130066214,-0.000521081130066214,1.01886822267472,1.0181881168083
2021-10-07T16:00:00Z,2021-10-07T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00134873230497201,-0.00134873230497201,1.02024240316115,1.01681485360262
2021-10-07T17:00:00Z,2021-10-07T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00322317051025978,-0.00322317051025978,1.02353081838834,1.0135374859521
2021-10-07T18:00:00Z,2021-10-07T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.0010930454980187,-0.0010930454980187,1.02464958414146,1.012429643366
2021-10-08T13:00:00Z,2021-10-08T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.000844074369795722,0.000844074369795722,1.02378470368946,1.01328420927919
2021-10-08T14:00:00Z,2021-10-08T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.000957243139757646,-0.000957243139757646,1.02280469280527,1.01231424992123
2021-10-08T15:00:00Z,2021-10-08T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.000228159437815179,-0.000228159437815179,1.02303805534897,1.01208328087108
2021-10-08T16:00:00Z,2021-10-08T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.000342301636201858,-0.000342301636201858,1.02338824294921,1.01173684310806
2021-10-08T17:00:00Z,2021-10-08T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00151807421442518,0.00151807421442518,1.02183466364625,1.01327273472137
2021-10-08T18:00:00Z,2021-10-08T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00196024799416483,-0.00196024799416483,1.02383771299603,1.01128646887559
2021-10-11T13:00:00Z,2021-10-11T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000477891814395948,0.000477891814395948,1.02432699665834,1.01176975440108
2021-10-11T14:00:00Z,2021-10-11T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.000113726828158578,-0.000113726828158578,1.02444349011867,1.01165468903608
2021-10-11T15:00:00Z,2021-10-11T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.00350334410118747,-0.00350334410118747,1.02085451206056,1.00811051454881
2021-10-11T16:00:00Z,2021-10-11T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00360681185225764,-0.00360681185225764,1.02453654221409,1.00447444959655
2021-10-11T17:00:00Z,2021-10-11T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00081333409702733,0.00081333409702733,1.02370325171066,1.005291422916
2021-10-11T18:00:00Z,2021-10-11T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00487615035941569,-0.00487615035941569,1.02869498268942,1.00038947078283
2021-10-12T13:00:00Z,2021-10-12T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.000115175527504063,-0.000115175527504063,1.02881346317669,1.00027425039782
2021-10-12T14:00:00Z,2021-10-12T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00276427633549092,0.00276427633549092,1.0259695384668,1.0030392848372
2021-10-12T15:00:00Z,2021-10-12T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.00268749282186764,-0.00268749282186764,1.02321225269671,1.00034362395914
2021-10-12T16:00:00Z,2021-10-12T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-7.13991234029265e-05,7.13991234029265e-05,1.02313919623882,1.000415047617
2021-10-12T17:00:00Z,2021-10-12T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000161216029479494,0.000161216029479494,1.02330414267764,1.00057633055881
2021-10-12T18:00:00Z,2021-10-12T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00156573796914572,-0.00156573796914572,1.02490636882781,0.999009690207021
2021-10-13T13:00:00Z,2021-10-13T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.000715803084880506,-0.000715803084880506,1.02417273768729,0.998294595988945
2021-10-13T14:00:00Z,2021-10-13T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00203355363497715,0.00203355363497715,1.02209002749372,1.0003246815934
2021-10-13T15:00:00Z,2021-10-13T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000138366810414459,0.000138366810414459,1.02223145083079,1.00046309332897
2021-10-13T16:00:00Z,2021-10-13T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00254819666082473,0.00254819666082473,1.01962660406119,1.00301247004267
2021-10-13T17:00:00Z,2021-10-13T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,-0.000598031097617136,-0.000598031097617136,1.019016835644,1.00241263739428
2021-10-13T18:00:00Z,2021-10-13T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00161112134045283,0.00161112134045283,1.01737507587381,1.00402764578633
2021-10-14T13:00:00Z,2021-10-14T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.00369671049638298,0.00369671049638298,1.02113601699556,1.00773924532317
2021-10-14T14:00:00Z,2021-10-14T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.00122390698306951,0.00122390698306951,1.02238579249742,1.00897262442263
2021-10-14T15:00:00Z,2021-10-14T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00082625919637791,0.00082625919637791,1.02154103683412,1.00980629733245
2021-10-14T16:00:00Z,2021-10-14T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00042976702103581,0.00042976702103581,1.02110201218586,1.01024027877668
2021-10-14T17:00:00Z,2021-10-14T18:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,1,0.000497433694349736,0.000497433694349736,1.02160994273209,1.01074280633073
2021-10-14T18:00:00Z,2021-10-14T19:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-1.12995627068457e-05,1.12995627068457e-05,1.02159839898648,1.01075422728245
2021-10-15T13:00:00Z,2021-10-15T14:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.000404267265581071,0.000404267265581071,1.0211854001952,1.01116284213009
2021-10-15T14:00:00Z,2021-10-15T15:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,0.00139191343196454,-0.00139191343196454,1.02260680187025,1.00975539098823
2021-10-15T15:00:00Z,2021-10-15T16:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.00119157355156352,0.00119157355156352,1.0213882906515,1.01095858880568
2021-10-15T16:00:00Z,2021-10-15T17:00:00Z,same_day_next_oc,linear_minmax,exclude,year,FALSE,sign,-1,-0.000696191160618254,0.000696191160618254,1.02067720915199,1.01166240923896
